X,company_name,main_activity,address,company_city,postcode,country,clustered,clustered_unit_ecoinvent,ecoinvent,group,sector,subsector,sector_ecoinvent_delimited,sector_ecoinvent,co2_products,input_1_sector_ecoinvent_delimited,input_2_sector_ecoinvent_delimited,input_3_sector_ecoinvent_delimited,companies_id,products_companies_id,products_id,delimited_products_id,delimited_id,clustered_delimited_id,clustered_id,main_activity_id,categories_id,categories_sector_ecoinvent_delimited_id,sector_ecoinvent_delimited_id,sector_ecoinvent_delimited_sector_ecoinvent_id,sector_ecoinvent_id,time,inputs,co2_input,id,relative_all,relative_unit,relative_sector,relative_sector_unit,TR_relative_all,TR_relative_unit,TR_relative_sector,TR_relative_sector_unit,low_TR_relative_all,medium_TR_relative_all,high_TR_relative_all,low_TR_relative_unit,medium_TR_relative_unit,high_TR_relative_unit,low_TR_relative_sector,medium_TR_relative_sector,high_TR_relative_sector,low_TR_relative_sector_unit,medium_TR_relative_sector_unit,high_TR_relative_sector_unit
51,dohmen & holthausen gmbh,service provider,eibach 55 | 51789 lindlar,lindlar,51789,germany,air freight services,m3,not_mapped,food_related_products,dairy_products,milk_substitutes_for_babies,agriculture & animal husbandry,agriculture & animal husbandry fuels,75.51,land use,infrastructure & machinery,infrastructure & machinery,dohmen-holthausen-gmbh_00000004851598-001,8a14b9407e03f0b2c7917a86ab7253b90eef339e,a0a71ee032916f7a40c2656b9d01b199fe1e6698,a0a71ee032916f7a40c2656b9d01b199fe1e6698,a0a71ee032916f7a40c2656b9d01b199fe1e6698,9176bcf9bf1e1796e43dad47ae89fda5094c4a8f,9d293d186a8d84bb67bb98d7b4a42276ec3b15f4,20965c7bc5825cbd88568790902918bab186efab,265a6e7d267bd12385629fc87d196fe5cec4dccd,b9fe7efcc9097b9f05a623372053538800c00ebe,6cab14408b4e9298a6255076bc425621d67ffbb6,8b159e8efdc1057791654a9aa80052822b2f4aeb,c96e7198a07bf3f136911c5c462f2a6ae0973572,2,almond nougat,77.65,51,0.8314176245210728,0.2681992337164751,0.10727969348659004,0.04980842911877394,high,low,low,low,33.33333333333333,33.33333333333333,33.33333333333333,66.66666666666666,33.33333333333333,0,66.66666666666666,33.33333333333333,0,88.88888888888889,11.11111111111111,0
52,dohmen & holthausen gmbh,service provider,eibach 55 | 51789 lindlar,lindlar,51789,germany,international freight,kg,not_mapped,vehicles_transport_equipment,vehicles_special_construction_and_equipment,NA,infrastructure & machinery,infrastructure & machinery fuels,63.45,forestry,transport,land use,dohmen-holthausen-gmbh_00000004851598-001,57277b86fdce2112b0b539212f0308f78211ad0b,e5e4f7c4f56d6ddcca6b2ee50dd146b171cf39cd,e5e4f7c4f56d6ddcca6b2ee50dd146b171cf39cd,e5e4f7c4f56d6ddcca6b2ee50dd146b171cf39cd,fb6e8e6e61a63ba4625f5e05eab70bb2874239c3,e5e4f7c4f56d6ddcca6b2ee50dd146b171cf39cd,20965c7bc5825cbd88568790902918bab186efab,5b42f78185b410d766de33897476c3e987e91f0e,806360c97799b0b7b98b47396050214088589df9,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,a5de22ddd2299135d518accf37673eae0f217ad5,0c0ea7be108e30647b9c3a64f13cb76977d6bf0a,2,bridge crane hire,40.6,52,0.4942528735632184,0.3333333333333333,0.34099616858237547,0.22988505747126436,medium,medium,medium,low,33.33333333333333,33.33333333333333,33.33333333333333,66.66666666666666,33.33333333333333,0,66.66666666666666,33.33333333333333,0,88.88888888888889,11.11111111111111,0
53,dohmen & holthausen gmbh,service provider,eibach 55 | 51789 lindlar,lindlar,51789,germany,road transport,kg,not_mapped,construction_public_works,construction_structural_work,foundations_works,infrastructure & machinery,infrastructure & machinery cement & concrete,-0.44,pulp & paper,infrastructure & machinery,minerals,dohmen-holthausen-gmbh_00000004851598-001,224f7db32af2d35466f67a3484d9f947016bac4f,644155a56c716b1edc03924df00312e8144b632b,644155a56c716b1edc03924df00312e8144b632b,644155a56c716b1edc03924df00312e8144b632b,99898a6edc1eede11f85e4fb0eb8ff6c75d80b06,644155a56c716b1edc03924df00312e8144b632b,20965c7bc5825cbd88568790902918bab186efab,2d6f1a7d53460ef059c0f57af0a7fa7069ef599d,5c7c1c66c794dd841f2771d02fe33a682b4bb276,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,eb67478ae1b72436ea3c12e066450d6dce359d3e,9c1c9321bdbcf839f433f35990df76789e0f7f53,2,spanish products,48.88,53,0.5862068965517241,0.40229885057471265,0.39846743295019155,0.2720306513409962,medium,medium,medium,low,33.33333333333333,33.33333333333333,33.33333333333333,66.66666666666666,33.33333333333333,0,66.66666666666666,33.33333333333333,0,88.88888888888889,11.11111111111111,0
54,dohmen & holthausen gmbh,service provider,eibach 55 | 51789 lindlar,lindlar,51789,germany,road transport - logistical services,m3,not_mapped,metallurgy_metalworking,steel_metal_transformation,nickel_plating,infrastructure & machinery,infrastructure & machinery resource extraction,41.22,infrastructure & machinery,electronics,waste treatment & recycling,dohmen-holthausen-gmbh_00000004851598-001,ba05fc05c22a9434c4ae6b47f984c8b4c1311608,3278b0a167b1cc2d88bcc25f8d3e3227571fb84d,3278b0a167b1cc2d88bcc25f8d3e3227571fb84d,3278b0a167b1cc2d88bcc25f8d3e3227571fb84d,1e05d760005c963b0704976323af5aedb991eeff,3278b0a167b1cc2d88bcc25f8d3e3227571fb84d,20965c7bc5825cbd88568790902918bab186efab,cf85a76e5f5fe38992d16d24ba66efb2b369cd40,4053fea033c05874d706c6a8f715a1d6df588d79,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,ae754e44854abe26569b89b38fc941f16809fdcf,41adee77337adf81b722067617021642782582f3,2,micro dosing pumps,67.71,54,0.7509578544061303,0.2413793103448276,0.4904214559386973,0.1532567049808429,high,low,medium,low,33.33333333333333,33.33333333333333,33.33333333333333,66.66666666666666,33.33333333333333,0,66.66666666666666,33.33333333333333,0,88.88888888888889,11.11111111111111,0
55,dohmen & holthausen gmbh,service provider,eibach 55 | 51789 lindlar,lindlar,51789,germany,international removal,kg,not_mapped,mechanical_engineering_industry_equipment,food_industry_machines_equipment,ice_making_equipment_cubes_and_crushed_ice,infrastructure & machinery,transport infrastructure & machinery,94.35,infrastructure & machinery,infrastructure & machinery,infrastructure & machinery,dohmen-holthausen-gmbh_00000004851598-001,4d075146cc041f2aef51a550b0d6385bfce9e838,3508ecac8a8b4019dee63ad21562d82024a29f00,78a651bfd28a2ea499fa8f04c2ab8484660587dc,b524a334e841b2d6f35ec78a558a4782b9b4fe4d,2c11d37a6b00b20ac164834f765f1cd581e603f7,82dfb4ff5d6d70bae608ee22513f91243636f00f,20965c7bc5825cbd88568790902918bab186efab,35a9d0644e5508c0d2e8a1b0e829157dcc64d5f1,13e2687546da03bd951761a10033c5e7baa618c7,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,77c8945b3502192bd2f3e98ca7d29be21b140b00,83ec5432af7996bd66a9922fd53ee550d4a388a1,2,scale models,85.71,55,0.8735632183908046,0.5862068965517241,0.5593869731800766,0.38697318007662834,high,medium,medium,medium,33.33333333333333,33.33333333333333,33.33333333333333,66.66666666666666,33.33333333333333,0,66.66666666666666,33.33333333333333,0,88.88888888888889,11.11111111111111,0
56,dohmen & holthausen gmbh,service provider,eibach 55 | 51789 lindlar,lindlar,51789,germany,international relocation,kg,not_mapped,mechanical_engineering_industry_equipment,agriculture_machines_equipment,silviculture_and_arboriculture_machines_and_equipment,agriculture & animal husbandry,agriculture & animal husbandry fuels,19.65,transport,land use,infrastructure & machinery,dohmen-holthausen-gmbh_00000004851598-001,4d075146cc041f2aef51a550b0d6385bfce9e838,3508ecac8a8b4019dee63ad21562d82024a29f00,46b67e580265c9d124ab5d8e8ab7b5655579134d,c950595474c102d0934bf16100ef2ebc33352f05,ab3eeed7bd3d576fc33490fb4de5b1a32cf6a2be,ddd415edbc74eaa893b73fd243fff8811ab15518,20965c7bc5825cbd88568790902918bab186efab,a0b051f1c6f2ad2b69f03969b1fc852cf67d14a1,fd22205132dcf59dae6030781291203893a36c2e,6cab14408b4e9298a6255076bc425621d67ffbb6,8b159e8efdc1057791654a9aa80052822b2f4aeb,c96e7198a07bf3f136911c5c462f2a6ae0973572,2,bicycle tyres,27.66,56,0.3524904214559387,0.25287356321839083,0.038314176245210725,0.019157088122605363,medium,low,low,low,33.33333333333333,33.33333333333333,33.33333333333333,66.66666666666666,33.33333333333333,0,66.66666666666666,33.33333333333333,0,88.88888888888889,11.11111111111111,0
57,reimann industrietechnik gmbh,manufacturer/ producer,hauptstrasse 2 | 94544 hofkirchen,hofkirchen,94544,germany,machining,m3,ordinary transforming activity,construction_public_works,equipment,fireplaces_accessories,infrastructure & machinery,infrastructure & machinery cement & concrete,43.52,infrastructure & machinery,infrastructure & machinery,transport,reimann-industrietechnik-gmbh_00000004796056-001,80e666b0066d0138743373ac479b406237321e64,20d8631bd54d2c718a32a8cf80bc910b0eab0648,0f8b175ab8b86943684a5d0dc6a713e92fe0be8a,371c1d293c4af1c626cd10ac95b34b4492dd744d,84602a451bbe1ebbf7f3879a7adde4b3823a9990,371c1d293c4af1c626cd10ac95b34b4492dd744d,fd62c01c0168c1f02250969af71e56bf0ea681f5,0f25a26b059b24cda4f3445f3aebd9eb495ea9c8,8fb6d0bd5e45a10d0649bef582abd22b44325d7c,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,eb67478ae1b72436ea3c12e066450d6dce359d3e,9c1c9321bdbcf839f433f35990df76789e0f7f53,2,organic wine,0.92,57,0.09195402298850575,0.02681992337164751,0.07279693486590039,0.022988505747126436,low,low,low,low,38.88888888888889,44.44444444444444,16.666666666666664,61.111111111111114,38.88888888888889,0,61.111111111111114,38.88888888888889,0,88.88888888888889,11.11111111111111,0
58,reimann industrietechnik gmbh,manufacturer/ producer,hauptstrasse 2 | 94544 hofkirchen,hofkirchen,94544,germany,surface treatment,kg,ordinary transforming activity,food_related_products,drinks,starch_edible,infrastructure & machinery,infrastructure & machinery resource extraction fuels,67.12,transport,infrastructure & machinery,infrastructure & machinery,reimann-industrietechnik-gmbh_00000004796056-001,2d6e30d167e90de22fd167bea6541d4c9ffdd3b6,6b91c2ca1f831dcafcc4c2a889b52f7e43d7e8d0,6ef992f9c4559a34c63755b70965effca43e0550,261b9504ec63f5f85fd82a8a1863fa1af229e3da,284e9850249fb2fe5c8c3edb917332acd1c24106,261b9504ec63f5f85fd82a8a1863fa1af229e3da,fd62c01c0168c1f02250969af71e56bf0ea681f5,4379a78c7143ce4be075c585fa58198b184ff803,443373456dc03b57dc3ea95dce5e59867a56ca8a,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,f30cdc8d5c4f5c66ed86da4005f01a87c7774ca1,8da98b4a286ab9eec52f1501e654a240225a98de,2,hydraulic brakes,17.6,58,0.26053639846743293,0.19157088122605365,0.18773946360153257,0.13793103448275862,low,low,low,low,38.88888888888889,44.44444444444444,16.666666666666664,61.111111111111114,38.88888888888889,0,61.111111111111114,38.88888888888889,0,88.88888888888889,11.11111111111111,0
59,reimann industrietechnik gmbh,manufacturer/ producer,hauptstrasse 2 | 94544 hofkirchen,hofkirchen,94544,germany,surface coating,kg,ordinary transforming activity,food_related_products,food_processing,nougat,infrastructure & machinery,infrastructure & machinery resource extraction minerals,81.44,infrastructure & machinery,infrastructure & machinery,infrastructure & machinery,reimann-industrietechnik-gmbh_00000004796056-001,2d6e30d167e90de22fd167bea6541d4c9ffdd3b6,6b91c2ca1f831dcafcc4c2a889b52f7e43d7e8d0,18749f682471ed7f6ff2a7f5d6f8116f590ec60a,fe263d7853a4de4e5c3e5bdd119c6ef2e874ba07,76490967981e2e4be937f3abb4f78036e1ee4316,fe263d7853a4de4e5c3e5bdd119c6ef2e874ba07,fd62c01c0168c1f02250969af71e56bf0ea681f5,d6b0c33a1f8744cfc89a5a101bb79854e42972f6,3c0466b08a3f75acb993729f069d3e14e23ce7fb,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,a92ee9477900481f8c19e6bf0e4ea153b6d63c4a,a8de728c461c127b98ea2fe4c4fc19c3977966e0,2,natural e-liquids,43.53,59,0.524904214559387,0.3524904214559387,0.36398467432950193,0.24521072796934865,medium,medium,medium,low,38.88888888888889,44.44444444444444,16.666666666666664,61.111111111111114,38.88888888888889,0,61.111111111111114,38.88888888888889,0,88.88888888888889,11.11111111111111,0
60,reimann industrietechnik gmbh,manufacturer/ producer,hauptstrasse 2 | 94544 hofkirchen,hofkirchen,94544,germany,"hand tools, non-power",m3,ordinary transforming activity,vehicles_transport_equipment,cars,automobile_junkyard,infrastructure & machinery,transport infrastructure & machinery,2.04,infrastructure & machinery,agriculture & animal husbandry,infrastructure & machinery,reimann-industrietechnik-gmbh_00000004796056-001,aa2b946d9e3f9fc5760c1e53f7f340e9543b1268,60f41e1221ace9420db85d4107fab3109a1eba58,60f41e1221ace9420db85d4107fab3109a1eba58,60f41e1221ace9420db85d4107fab3109a1eba58,4e9617a7935de7da5f225bf940ef1c342a6daa9a,60f41e1221ace9420db85d4107fab3109a1eba58,fd62c01c0168c1f02250969af71e56bf0ea681f5,fa60b5b73180c5fe1822a960e4fe1a3a72c1df57,22fc7dfd6e4ebdb76c7e90354df0f3675a796114,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,77c8945b3502192bd2f3e98ca7d29be21b140b00,83ec5432af7996bd66a9922fd53ee550d4a388a1,2,hgv equipment,55.09,60,0.6398467432950191,0.19540229885057472,0.4329501915708812,0.13409961685823754,medium,low,medium,low,38.88888888888889,44.44444444444444,16.666666666666664,61.111111111111114,38.88888888888889,0,61.111111111111114,38.88888888888889,0,88.88888888888889,11.11111111111111,0
61,reimann industrietechnik gmbh,manufacturer/ producer,hauptstrasse 2 | 94544 hofkirchen,hofkirchen,94544,germany,portable power tools,kg,ordinary transforming activity,food_related_products,drinks,soft_drinks,agriculture & animal husbandry,infrastructure & machinery chemicals agriculture & animal husbandry,15.74,infrastructure & machinery,infrastructure & machinery,infrastructure & machinery,reimann-industrietechnik-gmbh_00000004796056-001,c3c78a8cb24d14c1284dfdd39f37ce141d53ef55,3437f6e23dd6dd939e30657a2aeffd8e2f89d7e9,3437f6e23dd6dd939e30657a2aeffd8e2f89d7e9,3437f6e23dd6dd939e30657a2aeffd8e2f89d7e9,19670b740161b76b2276e5be28fb048caaea717f,3437f6e23dd6dd939e30657a2aeffd8e2f89d7e9,fd62c01c0168c1f02250969af71e56bf0ea681f5,80deb34149053fac9b8450f90df49841c1597078,d49a8d7248fc5deee055b8a5216f43481c0b09c0,6cab14408b4e9298a6255076bc425621d67ffbb6,488f40a14827eeec943b98c35c98f55b60976e3f,efc96c8115c7fb530106ef3b936f078e1543d105,2,composite panels,46.76,61,0.5651340996168582,0.3850574712643678,0.06130268199233716,0.034482758620689655,medium,medium,low,low,38.88888888888889,44.44444444444444,16.666666666666664,61.111111111111114,38.88888888888889,0,61.111111111111114,38.88888888888889,0,88.88888888888889,11.11111111111111,0
62,reimann industrietechnik gmbh,manufacturer/ producer,hauptstrasse 2 | 94544 hofkirchen,hofkirchen,94544,germany,machine tools - metal shaping,kg,ordinary transforming activity,food_related_products,tinned_foods,freeze_dried_fish,infrastructure & machinery,infrastructure & machinery waste treatment & recycling pulp & paper,6.32,infrastructure & machinery,infrastructure & machinery,agriculture & animal husbandry,reimann-industrietechnik-gmbh_00000004796056-001,fb0d12ac98bf26ae2f9a57d34a61d4ba519e20f1,c5a39035be8bc0bf6c91080fcb16855d0ff0faab,c5a39035be8bc0bf6c91080fcb16855d0ff0faab,c5a39035be8bc0bf6c91080fcb16855d0ff0faab,5ba64fee91383d5a715b91a0e93c11478e762e89,c5a39035be8bc0bf6c91080fcb16855d0ff0faab,fd62c01c0168c1f02250969af71e56bf0ea681f5,bd787a9cac1f1aa0149891f56a1e3f909003d8e9,ec359aebef5ae359e076b5bd0e290c82b6ab71a8,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,e34650745979a9397ec7f6e6ef5145c8416789cd,42f0f7713747d5487dd8331937eed2690fa6e1a7,2,relational coaching,-0.03,62,0.08045977011494253,0.05747126436781609,0.06130268199233716,0.0421455938697318,low,low,low,low,38.88888888888889,44.44444444444444,16.666666666666664,61.111111111111114,38.88888888888889,0,61.111111111111114,38.88888888888889,0,88.88888888888889,11.11111111111111,0
63,sebastian brass (magister artium),service provider,gr<fc>nstrasse 53 | 51063 k<f6>ln,k<f6>ln,51063,germany,composition,m3,not_mapped,construction_public_works,construction_finishings,alarms_and_surveillance_installation,electronics,electronics water supply,57,infrastructure & machinery,infrastructure & machinery,cement & concrete,sebastian-brass-magister-artium_00000004961209-001,217037cc4213a5e1c8458707b3984f120739e541,8f6bd701ce5eed0b9457672e1575a9f28e49b546,2b697236be93739445c11a649fa738ecb84c9701,e93600b82d70cf4a91d90c6437fd40679827c2dd,1d2d7241dc78ead5d3c13b951bd8eb1711c71bca,e93600b82d70cf4a91d90c6437fd40679827c2dd,20965c7bc5825cbd88568790902918bab186efab,3a483936dfc029483ad8151d36a068a8f20e4f36,dcdece1d4bc0f075e2c5f5b95b7c69078db544de,1ed41f53f6e46bae8c539f14baf2af7e80028245,5e57edfde09dbbd90eb77cf96b06f6ec635c069f,22e47d9ecc5e7b84e393be5624f1c21af9546358,2,drawn bars,24.4,63,0.2988505747126437,0.0842911877394636,0.0038314176245210726,0.0038314176245210726,low,low,low,low,42.857142857142854,23.809523809523807,33.33333333333333,52.38095238095239,47.61904761904761,0,66.66666666666666,33.33333333333333,0,80.95238095238095,19.047619047619047,0
64,sebastian brass (magister artium),service provider,gr<fc>nstrasse 53 | 51063 k<f6>ln,k<f6>ln,51063,germany,photocomposition,kg,not_mapped,mechanical_engineering_industry_equipment,agriculture_machines_equipment,tractors_clearing_and_logging,infrastructure & machinery,electronics infrastructure & machinery,71.99,waste treatment & recycling,agriculture & animal husbandry,infrastructure & machinery,sebastian-brass-magister-artium_00000004961209-001,217037cc4213a5e1c8458707b3984f120739e541,8f6bd701ce5eed0b9457672e1575a9f28e49b546,6bc894a912c2998727469b92535f101a11c328e4,e9845700c3c50873a5106336be8e61bb6c533a0c,f388ac0b4f275e474e12f7181ac3cd5131739ae7,e9845700c3c50873a5106336be8e61bb6c533a0c,20965c7bc5825cbd88568790902918bab186efab,0f8f66a484db694112776cd559789ac75e57562c,95cfa6751d46db6cc1619fc055cfe52d5ce98742,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,3944a4da30a794b1b7cbd8ace721ce54f953f770,447bb266a8b2946c7f3366989f40decd5c588404,2,sails,14.99,64,0.23754789272030652,0.17624521072796934,0.17624521072796934,0.13026819923371646,low,low,low,low,42.857142857142854,23.809523809523807,33.33333333333333,52.38095238095239,47.61904761904761,0,66.66666666666666,33.33333333333333,0,80.95238095238095,19.047619047619047,0
65,sebastian brass (magister artium),service provider,gr<fc>nstrasse 53 | 51063 k<f6>ln,k<f6>ln,51063,germany,photoengraving,kg,not_mapped,food_related_products,food_processing,food_processing,infrastructure & machinery,infrastructure & machinery fuels,56.69,infrastructure & machinery,infrastructure & machinery,minerals,sebastian-brass-magister-artium_00000004961209-001,217037cc4213a5e1c8458707b3984f120739e541,8f6bd701ce5eed0b9457672e1575a9f28e49b546,a1fe7e0af95a8fdd7299299da6bf079a6bb144fd,b249e5542b8bce1fd04cf35c8a55c3149ad10350,732b9fe97aaa1d69e970ff25f9e7e35322d94e3d,b249e5542b8bce1fd04cf35c8a55c3149ad10350,20965c7bc5825cbd88568790902918bab186efab,8a6311ac8d15e0be2ddbe3d8519d39f61e066985,7eabecdfb9c8c909aedb9e2d2041363501a73c44,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,a5de22ddd2299135d518accf37673eae0f217ad5,0c0ea7be108e30647b9c3a64f13cb76977d6bf0a,2,testing,6.02,65,0.1532567049808429,0.11494252873563218,0.12260536398467432,0.08812260536398467,low,low,low,low,42.857142857142854,23.809523809523807,33.33333333333333,52.38095238095239,47.61904761904761,0,66.66666666666666,33.33333333333333,0,80.95238095238095,19.047619047619047,0
66,sebastian brass (magister artium),service provider,gr<fc>nstrasse 53 | 51063 k<f6>ln,k<f6>ln,51063,germany,print,m3,not_mapped,metallurgy_metalworking,steel_metal_transformation,boilermaking_naval,infrastructure & machinery,infrastructure & machinery chemicals agriculture & animal husbandry,3.86,infrastructure & machinery,infrastructure & machinery,minerals,sebastian-brass-magister-artium_00000004961209-001,602c26d7ad4945fa6d5f47a75622ef970b333ab6,2cd070a4fc87c09ef79b3e49b4d9a67885b59aba,2cd070a4fc87c09ef79b3e49b4d9a67885b59aba,2cd070a4fc87c09ef79b3e49b4d9a67885b59aba,81ea08a1cd849c568aa38365205ad6a72f474a01,6d0d5876e6710ebb4f309b5af01090cb97381d06,20965c7bc5825cbd88568790902918bab186efab,9d99a098f005bb766c4b3cd3dc5525252759da3b,7bccafc095f99bae4beda0a8dff8c14a85410749,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,e3b09678f90025b926f0e1bdeb16a1a8047380be,efc96c8115c7fb530106ef3b936f078e1543d105,2,rehabilitation apparatus,27.19,66,0.3486590038314176,0.09961685823754789,0.24521072796934865,0.06513409961685823,medium,low,low,low,42.857142857142854,23.809523809523807,33.33333333333333,52.38095238095239,47.61904761904761,0,66.66666666666666,33.33333333333333,0,80.95238095238095,19.047619047619047,0
67,sebastian brass (magister artium),service provider,gr<fc>nstrasse 53 | 51063 k<f6>ln,k<f6>ln,51063,germany,silk-screen printing,kg,not_mapped,mechanical_engineering_industry_equipment,food_industry_machines_equipment,fish_processing_machines_and_equipment,infrastructure & machinery,infrastructure & machinery water supply,64,agriculture & animal husbandry,infrastructure & machinery,infrastructure & machinery,sebastian-brass-magister-artium_00000004961209-001,78c6e7ea123de57a9240ad32b2ddaaff47efc355,967eb416a75debbdbcc9caba7f2d5ce6ccfde724,967eb416a75debbdbcc9caba7f2d5ce6ccfde724,967eb416a75debbdbcc9caba7f2d5ce6ccfde724,4fe1c42e15cf3ae1ae407faac0d798ab10183280,967eb416a75debbdbcc9caba7f2d5ce6ccfde724,20965c7bc5825cbd88568790902918bab186efab,40db47492e7171ba18cd3c7dde47a54336b966a6,83dc97dbbe221bf2e95719bfd44cd4fd17d3d067,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,89e16bf879234853ff276bda56f49654813745f1,74d086c8b051f315c1bd2dab8cb4d5d57473c67e,2,slaughterhouse waste recycling,2.92,67,0.11494252873563218,0.0842911877394636,0.08812260536398467,0.06130268199233716,low,low,low,low,42.857142857142854,23.809523809523807,33.33333333333333,52.38095238095239,47.61904761904761,0,66.66666666666666,33.33333333333333,0,80.95238095238095,19.047619047619047,0
68,sebastian brass (magister artium),service provider,gr<fc>nstrasse 53 | 51063 k<f6>ln,k<f6>ln,51063,germany,reprographics,kg,not_mapped,construction_public_works,construction,soil_analysis,infrastructure & machinery,infrastructure & machinery fuels resource extraction,30.11,infrastructure & machinery,infrastructure & machinery,infrastructure & machinery,sebastian-brass-magister-artium_00000004961209-001,6b94c97bffb935b70fdaa7367ad7acc2f6492185,759fb1073c271c3f92fdfccd481c97a20f7dfd30,759fb1073c271c3f92fdfccd481c97a20f7dfd30,759fb1073c271c3f92fdfccd481c97a20f7dfd30,5ffe02b1c7ed5458f92a57430afcfc879d0e7b2e,759fb1073c271c3f92fdfccd481c97a20f7dfd30,20965c7bc5825cbd88568790902918bab186efab,c44a3b3497a66aebdd860a9848c40a50318a6bc2,d24fe2565ec65bf7690b1b64d25dd0f4660e217b,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,33dc7c58dd300a662780de412c80ab27c2f49102,baa18fca8bdfaaa323b81078c4e0dbb00f351229,2,special panel work,4.64,68,0.13793103448275862,0.10344827586206896,0.1111111111111111,0.08045977011494253,low,low,low,low,42.857142857142854,23.809523809523807,33.33333333333333,52.38095238095239,47.61904761904761,0,66.66666666666666,33.33333333333333,0,80.95238095238095,19.047619047619047,0
69,sebastian brass (magister artium),service provider,gr<fc>nstrasse 53 | 51063 k<f6>ln,k<f6>ln,51063,germany,"publishing, general",m3,not_mapped,agriculture_livestock,cereals_grains,crop_harvesting,agriculture & animal husbandry,agriculture & animal husbandry,20.69,infrastructure & machinery,infrastructure & machinery,agriculture & animal husbandry,sebastian-brass-magister-artium_00000004961209-001,e93db0a8be3a47979f36974461456674c407bac4,478e406e89da60b39faeff4bc3c93681408819ad,478e406e89da60b39faeff4bc3c93681408819ad,478e406e89da60b39faeff4bc3c93681408819ad,3e172ebd4e4cf2729fa8ad19ee2f9c215d8656b5,478e406e89da60b39faeff4bc3c93681408819ad,20965c7bc5825cbd88568790902918bab186efab,368e034ec59c1bac6be38afecc193703901d1236,f140f0be14fdec93de8bed72bd149e37ca3a31ae,6cab14408b4e9298a6255076bc425621d67ffbb6,dcab748194be5b00a56a0ea7e618034f4374e08f,6cab14408b4e9298a6255076bc425621d67ffbb6,2,"distribution, publicity",23.25,69,0.28735632183908044,0.08045977011494253,0.034482758620689655,0.019157088122605363,low,low,low,low,42.857142857142854,23.809523809523807,33.33333333333333,52.38095238095239,47.61904761904761,0,66.66666666666666,33.33333333333333,0,80.95238095238095,19.047619047619047,0
70,bio obstbau filipp,manufacturer/ producer,in anleiten 2 | 2125 bogenneusiedl,bogenneusiedl,2125,austria,"vegetables, edible roots",kg,ordinary transforming activity,transport_related_services,air_transport,helicopter_charters_passenger_transport,transport,transport infrastructure & machinery,5.64,infrastructure & machinery,textiles,infrastructure & machinery,bio-obstbau-filipp_00000005219340-001,6d48cdb4f4c36397af7051355cb8494c6fe6c56d,b5699fa7ec14f7ec74030afcf8f767d2d0752be1,119c626d16102c3f891aa101a5812a7736c43983,ec70309cae56a31ec01ebffbfabd6e67678f463a,40f043e1869b0e5ef9663ef9eede365afbf97cae,ec70309cae56a31ec01ebffbfabd6e67678f463a,fd62c01c0168c1f02250969af71e56bf0ea681f5,99c75d40cbd09b1152bf6fe13d26e6e3194065e4,70d02e0e1a3b51e92474a0c9e2250380e13bcbd5,a8e6012e4ab8ed7bac28ba6b0abff3465023afd2,55374e4537cc1d676a93e172578cdd4bba70a801,83ec5432af7996bd66a9922fd53ee550d4a388a1,2,weigh-bridges for semitrailers,2.25,70,0.10344827586206896,0.07662835249042145,0.011494252873563218,0.007662835249042145,low,low,low,low,40.74074074074074,40.74074074074074,18.51851851851852,66.66666666666666,33.33333333333333,0,66.66666666666666,33.33333333333333,0,92.5925925925926,7.4074074074074066,0
